,0
108.27,113.1659777227723
74.66,77.50788079470203
103.32,94.60245956873322
95.71,94.60245956873322
92.23,94.60245956873322
118.54,116.56683602771376
89.48,94.60245956873322
106.2,113.1659777227723
99.84,94.60245956873322
107.37,113.1659777227723
103.23,104.48509302325584
99.82,94.60245956873322
94.39,94.60245956873322
106.3,113.1659777227723
108.97,113.1659777227723
88.72,94.60245956873322
110.14,113.1659777227723
94.08,94.60245956873322
97.41,94.60245956873322
92.38,94.60245956873322
94.59,94.60245956873322
122.4,112.31332566168021
98.01,104.48509302325584
95.65,94.60245956873322
105.18,113.1659777227723
100.08,94.60245956873322
98.57,94.60245956873322
86.56,94.60245956873322
92.04,94.60245956873322
85.98,94.60245956873322
116.55,112.31332566168021
88.83,94.60245956873322
107.51,113.1659777227723
106.44,94.60245956873322
98.5,105.65096842105274
110.24,94.60245956873322
90.14,94.60245956873322
90.36,94.60245956873322
89.37,94.60245956873322
91.65,94.60245956873322
114.65,115.14749999999997
93.55,94.60245956873322
100.1,104.48509302325584
110.36,113.1659777227723
90.83,94.60245956873322
100.1,94.60245956873322
90.94,94.60245956873322
129.45,113.1659777227723
88.67,94.60245956873322
95.48,94.60245956873322
120.12,115.14749999999997
104.29,113.1659777227723
90.52,94.60245956873322
94.64,94.60245956873322
135.13,94.60245956873322
88.55,94.60245956873322
129.16,94.60245956873322
107.36,115.14749999999997
108.31,113.1659777227723
92.98,94.60245956873322
113.68,113.1659777227723
96.8,94.60245956873322
114.88,113.1659777227723
101.39,94.60245956873322
114.63,113.1659777227723
102.33,104.48509302325584
100.37,94.60245956873322
93.56,94.60245956873322
93.36,94.60245956873322
109.33,115.14749999999997
85.97,94.60245956873322
107.9,113.1659777227723
86.81,94.60245956873322
89.43,94.60245956873322
88.77,94.60245956873322
76.78,77.50788079470203
89.21,94.60245956873322
105.77,107.67818181818188
106.31,104.48509302325584
99.48,104.48509302325584
109.12,113.1659777227723
98.39,104.48509302325584
98.58,104.48509302325584
85.91,94.60245956873322
101.89,104.48509302325584
90.27,94.60245956873322
94.79,94.60245956873322
89.33,94.60245956873322
113.35,113.1659777227723
111.12,94.60245956873322
89.19,94.60245956873322
88.05,94.60245956873322
87.97,94.60245956873322
98.35,94.60245956873322
101.76,104.48509302325584
77.47,77.50788079470203
93.45,94.60245956873322
94.5,94.60245956873322
113.36,113.1659777227723
89.75,94.60245956873322
101.18,104.48509302325584
87.07,94.60245956873322
98.16,94.60245956873322
92.79,94.60245956873322
88.91,94.60245956873322
112.49,113.1659777227723
102.04,104.48509302325584
90.38,94.60245956873322
103.03,94.60245956873322
88.72,94.60245956873322
95.1,94.60245956873322
90.03,94.60245956873322
90.78,94.60245956873322
98.85,104.48509302325584
91.2,94.60245956873322
107.53,113.1659777227723
76.96,77.50788079470203
120.17,113.1659777227723
112.12,113.1659777227723
86.77,94.60245956873322
112.8,104.48509302325584
104.37,104.48509302325584
87.78,94.60245956873322
98.56,94.60245956873322
86.03,94.60245956873322
91.27,94.60245956873322
102.39,104.48509302325584
102.78,104.48509302325584
89.56,94.60245956873322
96.82,94.60245956873322
98.25,94.60245956873322
126.11,113.1659777227723
108.06,115.14749999999997
78.22,77.50788079470203
98.81,104.48509302325584
96.48,104.48509302325584
108.82,113.1659777227723
85.71,94.60245956873322
112.78,104.48509302325584
73.89,77.50788079470203
116.42,113.1659777227723
124.17,113.1659777227723
104.32,104.48509302325584
99.56,94.60245956873322
98.16,104.48509302325584
98.81,77.50788079470203
91.7,94.60245956873322
115.19,114.74288265306113
110.76,113.1659777227723
90.42,94.60245956873322
92.92,94.60245956873322
88.75,94.60245956873322
109.54,113.1659777227723
91.39,94.60245956873322
107.05,113.1659777227723
109.68,114.74288265306113
89.41,94.60245956873322
106.19,116.56683602771376
106.1,94.60245956873322
91.63,94.60245956873322
87.05,94.60245956873322
108.14,113.1659777227723
88.04,94.60245956873322
100.11,94.60245956873322
116.5,104.48509302325584
90.13,94.60245956873322
101.94,104.48509302325584
87.97,94.60245956873322
106.52,113.1659777227723
121.15,113.1659777227723
97.57,94.60245956873322
98.91,94.60245956873322
132.59,113.1659777227723
114.91,113.1659777227723
131.67,113.1659777227723
114.52,113.1659777227723
107.94,113.1659777227723
90.6,94.60245956873322
118.53,94.60245956873322
105.85,94.60245956873322
88.69,94.60245956873322
98.76,104.48509302325584
87.83,94.60245956873322
115.18,113.1659777227723
89.04,94.60245956873322
118.17,113.1659777227723
106.28,105.65096842105274
107.29,94.60245956873322
110.22,113.1659777227723
85.75,148.45478260869558
109.04,113.1659777227723
112.56,104.48509302325584
80.62,77.50788079470203
97.33,104.48509302325584
105.57,116.56683602771376
99.78,104.48509302325584
101.99,104.48509302325584
91.94,94.60245956873322
99.4,104.48509302325584
93.81,94.60245956873322
72.94,77.50788079470203
92.08,94.60245956873322
98.07,94.60245956873322
108.66,104.48509302325584
90.92,94.60245956873322
106.64,113.1659777227723
88.18,94.60245956873322
89.28,94.60245956873322
106.63,113.1659777227723
99.49,104.48509302325584
110.15,116.56683602771376
93.87,94.60245956873322
88.17,94.60245956873322
89.83,94.60245956873322
99.64,94.60245956873322
107.16,113.1659777227723
89.29,94.60245956873322
89.94,94.60245956873322
112.55,113.1659777227723
112.0,115.14749999999997
96.11,94.60245956873322
140.31,113.1659777227723
91.24,94.60245956873322
111.11,114.74288265306113
105.36,113.1659777227723
154.43,113.1659777227723
91.38,94.60245956873322
107.61,113.1659777227723
89.6,94.60245956873322
89.02,94.60245956873322
90.67,94.60245956873322
112.51,94.60245956873322
91.59,94.60245956873322
77.5,77.50788079470203
141.31,113.1659777227723
88.38,94.60245956873322
88.05,93.80889659520794
109.75,94.60245956873322
110.23,113.1659777227723
76.59,77.50788079470203
83.98,77.50788079470203
110.74,113.1659777227723
99.54,94.60245956873322
76.64,77.50788079470203
93.53,94.60245956873322
90.14,94.60245956873322
105.29,113.1659777227723
108.26,104.48509302325584
121.06,94.60245956873322
93.39,94.60245956873322
110.49,115.14749999999997
91.43,94.60245956873322
104.37,113.1659777227723
108.58,113.1659777227723
102.93,94.60245956873322
92.51,94.60245956873322
89.72,94.60245956873322
99.94,94.60245956873322
74.1,77.50788079470203
88.49,94.60245956873322
89.14,94.60245956873322
111.86,113.1659777227723
114.47,113.1659777227723
140.25,104.48509302325584
111.1,94.60245956873322
91.06,94.60245956873322
92.83,94.60245956873322
90.66,94.60245956873322
97.69,94.60245956873322
91.52,94.60245956873322
104.42,94.60245956873322
77.36,77.50788079470203
96.1,94.60245956873322
89.34,94.60245956873322
100.32,104.48509302325584
95.69,104.48509302325584
112.72,94.60245956873322
86.83,94.60245956873322
111.68,104.48509302325584
112.67,113.1659777227723
111.38,115.14749999999997
106.91,113.1659777227723
88.77,94.60245956873322
111.58,113.1659777227723
101.28,104.48509302325584
88.83,94.60245956873322
110.53,113.1659777227723
89.97,94.60245956873322
93.25,94.60245956873322
99.7,104.48509302325584
85.44,94.60245956873322
109.85,113.1659777227723
91.35,94.60245956873322
92.41,94.60245956873322
92.43,94.60245956873322
144.36,113.1659777227723
93.21,94.60245956873322
87.15,94.60245956873322
115.15,113.1659777227723
92.34,94.60245956873322
92.58,94.60245956873322
89.94,94.60245956873322
108.41,115.14749999999997
104.51,113.1659777227723
111.83,104.48509302325584
119.59,113.1659777227723
115.22,113.1659777227723
90.95,94.60245956873322
90.25,94.60245956873322
79.99,77.50788079470203
87.44,94.60245956873322
91.76,97.55939854593542
89.26,94.60245956873322
96.65,94.60245956873322
106.19,113.1659777227723
112.31,94.60245956873322
100.37,104.48509302325584
77.69,77.50788079470203
97.32,93.80889659520794
78.91,77.50788079470203
97.26,94.60245956873322
88.79,94.60245956873322
87.43,94.60245956873322
90.11,94.60245956873322
122.69,113.1659777227723
96.91,104.48509302325584
94.9,94.60245956873322
91.33,94.60245956873322
119.38,113.1659777227723
109.65,104.48509302325584
109.96,113.1659777227723
96.0,94.60245956873322
